"plot","coldate","taxa","count","no.intersections","perc.cover","location","block","treatment","year"
"B3M",2014-07-21,"SAPH",11,36,0.305555555555556,"Border",3,"Midges",2014
"B3M",2014-07-21,"SIAC",0,36,0,"Border",3,"Midges",2014
"B3M",2014-07-21,"TARA",0,36,0,"Border",3,"Midges",2014
"B3M",2014-07-21,"VAUL",1,36,0.0277777777777778,"Border",3,"Midges",2014
"B3M",2016-07-18,"ACMI",1,36,0.0277777777777778,"Border",3,"Midges",2016
"B3M",2016-07-18,"BAAL",0,36,0,"Border",3,"Midges",2016
"B3M",2016-07-18,"BENA",3,36,0.0833333333333333,"Border",3,"Midges",2016
"B3M",2016-07-18,"BEPU",0,36,0,"Border",3,"Midges",2016
"B3M",2016-07-18,"BIVI",0,36,0,"Border",3,"Midges",2016
"B3M",2016-07-18,"CAVU",0,36,0,"Border",3,"Midges",2016
"B3M",2016-07-18,"EMNI",0,36,0,"Border",3,"Midges",2016
"B3M",2016-07-18,"EQUI",0,36,0,"Border",3,"Midges",2016
"B3M",2016-07-18,"GAVE",0,36,0,"Border",3,"Midges",2016
"B3M",2016-07-18,"GRASS",9,36,0.25,"Border",3,"Midges",2016
"B3M",2016-07-18,"JUCO",0,36,0,"Border",3,"Midges",2016
"B3M",2016-07-18,"LICH",0,36,0,"Border",3,"Midges",2016
"B3M",2016-07-18,"LUNO",12,36,0.333333333333333,"Border",3,"Midges",2016
"B3M",2016-07-18,"MOSS",0,36,0,"Border",3,"Midges",2016
"B3M",2016-07-18,"BARE",0,36,0,"Border",3,"Midges",2016
"B3M",2016-07-18,"RASP",0,36,0,"Border",3,"Midges",2016
"B3M",2016-07-18,"SALA",0,36,0,"Border",3,"Midges",2016
"B3M",2016-07-18,"SAPH",11,36,0.305555555555556,"Border",3,"Midges",2016
"B3M",2016-07-18,"SIAC",0,36,0,"Border",3,"Midges",2016
"B3M",2016-07-18,"TARA",0,36,0,"Border",3,"Midges",2016
"B3M",2016-07-18,"VAUL",0,36,0,"Border",3,"Midges",2016
"B3M",2018-08-03,"ACMI",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"BAAL",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"BENA",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"BEPU",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"BIVI",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"CAVU",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"EMNI",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"EQUI",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"GAVE",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"GRASS",6,36,0.166666666666667,"Border",3,"Midges",2018
"B3M",2018-08-03,"JUCO",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"LICH",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"LUNO",9,36,0.25,"Border",3,"Midges",2018
"B3M",2018-08-03,"MOSS",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"BARE",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"RASP",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"SALA",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"SAPH",21,36,0.583333333333333,"Border",3,"Midges",2018
"B3M",2018-08-03,"SIAC",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"TARA",0,36,0,"Border",3,"Midges",2018
"B3M",2018-08-03,"VAUL",0,36,0,"Border",3,"Midges",2018
"B4C",2013-07-25,"ACMI",0,25,0,"Border",4,"Control",2013
"B4C",2013-07-25,"BAAL",0,25,0,"Border",4,"Control",2013
"B4C",2013-07-25,"BENA",7,25,0.28,"Border",4,"Control",2013
"B4C",2013-07-25,"BEPU",2,25,0.08,"Border",4,"Control",2013
"B4C",2013-07-25,"BIVI",0,25,0,"Border",4,"Control",2013
"B4C",2013-07-25,"CAVU",0,25,0,"Border",4,"Control",2013
"B4C",2013-07-25,"EMNI",0,25,0,"Border",4,"Control",2013
"B4C",2013-07-25,"EQUI",0,25,0,"Border",4,"Control",2013
"B4C",2013-07-25,"GAVE",0,25,0,"Border",4,"Control",2013
"B4C",2013-07-25,"GRASS",0,25,0,"Border",4,"Control",2013
"B4C",2013-07-25,"JUCO",0,25,0,"Border",4,"Control",2013
"B4C",2013-07-25,"LICH",0,25,0,"Border",4,"Control",2013
"B4C",2013-07-25,"LUNO",6,25,0.24,"Border",4,"Control",2013
"B4C",2013-07-25,"MOSS",0,25,0,"Border",4,"Control",2013
"B4C",2013-07-25,"BARE",0,25,0,"Border",4,"Control",2013
"B4C",2013-07-25,"RASP",0,25,0,"Border",4,"Control",2013
"B4C",2013-07-25,"SALA",0,25,0,"Border",4,"Control",2013
"B4C",2013-07-25,"SAPH",6,25,0.24,"Border",4,"Control",2013
"B4C",2013-07-25,"SIAC",0,25,0,"Border",4,"Control",2013
"B4C",2013-07-25,"TARA",0,25,0,"Border",4,"Control",2013
"B4C",2013-07-25,"VAUL",4,25,0.16,"Border",4,"Control",2013
"B4C",2014-07-21,"ACMI",0,36,0,"Border",4,"Control",2014
"B4C",2014-07-21,"BAAL",0,36,0,"Border",4,"Control",2014
"B4C",2014-07-21,"BENA",7,36,0.194444444444444,"Border",4,"Control",2014
"B4C",2014-07-21,"BEPU",2,36,0.0555555555555556,"Border",4,"Control",2014
"B4C",2014-07-21,"BIVI",0,36,0,"Border",4,"Control",2014
"B4C",2014-07-21,"CAVU",0,36,0,"Border",4,"Control",2014
"B4C",2014-07-21,"EMNI",0,36,0,"Border",4,"Control",2014
"B4C",2014-07-21,"EQUI",0,36,0,"Border",4,"Control",2014
"B4C",2014-07-21,"GAVE",1,36,0.0277777777777778,"Border",4,"Control",2014
"B4C",2014-07-21,"GRASS",0,36,0,"Border",4,"Control",2014
"B4C",2014-07-21,"JUCO",0,36,0,"Border",4,"Control",2014
"B4C",2014-07-21,"LICH",0,36,0,"Border",4,"Control",2014
"B4C",2014-07-21,"LUNO",21,36,0.583333333333333,"Border",4,"Control",2014
"B4C",2014-07-21,"MOSS",0,36,0,"Border",4,"Control",2014
"B4C",2014-07-21,"BARE",0,36,0,"Border",4,"Control",2014
"B4C",2014-07-21,"RASP",0,36,0,"Border",4,"Control",2014
"B4C",2014-07-21,"SALA",0,36,0,"Border",4,"Control",2014
"B4C",2014-07-21,"SAPH",1,36,0.0277777777777778,"Border",4,"Control",2014
"B4C",2014-07-21,"SIAC",0,36,0,"Border",4,"Control",2014
"B4C",2014-07-21,"TARA",0,36,0,"Border",4,"Control",2014
"B4C",2014-07-21,"VAUL",4,36,0.111111111111111,"Border",4,"Control",2014
"B4C",2016-07-18,"ACMI",0,36,0,"Border",4,"Control",2016
"B4C",2016-07-18,"BAAL",0,36,0,"Border",4,"Control",2016
"B4C",2016-07-18,"BENA",4,36,0.111111111111111,"Border",4,"Control",2016
"B4C",2016-07-18,"BEPU",9,36,0.25,"Border",4,"Control",2016
"B4C",2016-07-18,"BIVI",0,36,0,"Border",4,"Control",2016
"B4C",2016-07-18,"CAVU",1,36,0.0277777777777778,"Border",4,"Control",2016
"B4C",2016-07-18,"EMNI",0,36,0,"Border",4,"Control",2016
"B4C",2016-07-18,"EQUI",2,36,0.0555555555555556,"Border",4,"Control",2016
"B4C",2016-07-18,"GAVE",0,36,0,"Border",4,"Control",2016
"B4C",2016-07-18,"GRASS",0,36,0,"Border",4,"Control",2016
"B4C",2016-07-18,"JUCO",0,36,0,"Border",4,"Control",2016
"B4C",2016-07-18,"LICH",0,36,0,"Border",4,"Control",2016
"B4C",2016-07-18,"LUNO",16,36,0.444444444444444,"Border",4,"Control",2016
"B4C",2016-07-18,"MOSS",0,36,0,"Border",4,"Control",2016
"B4C",2016-07-18,"BARE",0,36,0,"Border",4,"Control",2016
"B4C",2016-07-18,"RASP",0,36,0,"Border",4,"Control",2016
"B4C",2016-07-18,"SALA",0,36,0,"Border",4,"Control",2016
"B4C",2016-07-18,"SAPH",0,36,0,"Border",4,"Control",2016
"B4C",2016-07-18,"SIAC",0,36,0,"Border",4,"Control",2016
"B4C",2016-07-18,"TARA",0,36,0,"Border",4,"Control",2016
"B4C",2016-07-18,"VAUL",4,36,0.111111111111111,"Border",4,"Control",2016
"B4C",2018-08-03,"ACMI",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"BAAL",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"BENA",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"BEPU",3,36,0.0833333333333333,"Border",4,"Control",2018
"B4C",2018-08-03,"BIVI",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"CAVU",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"EMNI",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"EQUI",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"GAVE",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"GRASS",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"JUCO",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"LICH",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"LUNO",33,36,0.916666666666667,"Border",4,"Control",2018
"B4C",2018-08-03,"MOSS",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"BARE",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"RASP",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"SALA",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"SAPH",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"SIAC",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"TARA",0,36,0,"Border",4,"Control",2018
"B4C",2018-08-03,"VAUL",0,36,0,"Border",4,"Control",2018
"B4K",2013-07-25,"ACMI",0,25,0,"Border",4,"KNO3",2013
"B4K",2013-07-25,"BAAL",0,25,0,"Border",4,"KNO3",2013
"B4K",2013-07-25,"BENA",5,25,0.2,"Border",4,"KNO3",2013
"B4K",2013-07-25,"BEPU",0,25,0,"Border",4,"KNO3",2013
"B4K",2013-07-25,"BIVI",0,25,0,"Border",4,"KNO3",2013
"B4K",2013-07-25,"CAVU",0,25,0,"Border",4,"KNO3",2013
"B4K",2013-07-25,"EMNI",0,25,0,"Border",4,"KNO3",2013
"B4K",2013-07-25,"EQUI",0,25,0,"Border",4,"KNO3",2013
"B4K",2013-07-25,"GAVE",0,25,0,"Border",4,"KNO3",2013
"B4K",2013-07-25,"GRASS",2,25,0.08,"Border",4,"KNO3",2013
"B4K",2013-07-25,"JUCO",4,25,0.16,"Border",4,"KNO3",2013
"B4K",2013-07-25,"LICH",0,25,0,"Border",4,"KNO3",2013
"B4K",2013-07-25,"LUNO",9,25,0.36,"Border",4,"KNO3",2013
"B4K",2013-07-25,"MOSS",0,25,0,"Border",4,"KNO3",2013
"B4K",2013-07-25,"BARE",0,25,0,"Border",4,"KNO3",2013
"B4K",2013-07-25,"RASP",0,25,0,"Border",4,"KNO3",2013
"B4K",2013-07-25,"SALA",0,25,0,"Border",4,"KNO3",2013
"B4K",2013-07-25,"SAPH",2,25,0.08,"Border",4,"KNO3",2013
"B4K",2013-07-25,"SIAC",0,25,0,"Border",4,"KNO3",2013
"B4K",2013-07-25,"TARA",0,25,0,"Border",4,"KNO3",2013
"B4K",2013-07-25,"VAUL",3,25,0.12,"Border",4,"KNO3",2013
"B4K",2014-07-21,"ACMI",0,36,0,"Border",4,"KNO3",2014
"B4K",2014-07-21,"BAAL",0,36,0,"Border",4,"KNO3",2014
"B4K",2014-07-21,"BENA",2,36,0.0555555555555556,"Border",4,"KNO3",2014
"B4K",2014-07-21,"BEPU",0,36,0,"Border",4,"KNO3",2014
"B4K",2014-07-21,"BIVI",0,36,0,"Border",4,"KNO3",2014
"B4K",2014-07-21,"CAVU",0,36,0,"Border",4,"KNO3",2014
"B4K",2014-07-21,"EMNI",0,36,0,"Border",4,"KNO3",2014
"B4K",2014-07-21,"EQUI",0,36,0,"Border",4,"KNO3",2014
"B4K",2014-07-21,"GAVE",0,36,0,"Border",4,"KNO3",2014
"B4K",2014-07-21,"GRASS",10,36,0.277777777777778,"Border",4,"KNO3",2014
"B4K",2014-07-21,"JUCO",1,36,0.0277777777777778,"Border",4,"KNO3",2014
"B4K",2014-07-21,"LICH",0,36,0,"Border",4,"KNO3",2014
"B4K",2014-07-21,"LUNO",20,36,0.555555555555556,"Border",4,"KNO3",2014
"B4K",2014-07-21,"MOSS",0,36,0,"Border",4,"KNO3",2014
"B4K",2014-07-21,"BARE",0,36,0,"Border",4,"KNO3",2014
"B4K",2014-07-21,"RASP",0,36,0,"Border",4,"KNO3",2014
"B4K",2014-07-21,"SALA",0,36,0,"Border",4,"KNO3",2014
"B4K",2014-07-21,"SAPH",2,36,0.0555555555555556,"Border",4,"KNO3",2014
"B4K",2014-07-21,"SIAC",0,36,0,"Border",4,"KNO3",2014
"B4K",2014-07-21,"TARA",0,36,0,"Border",4,"KNO3",2014
"B4K",2014-07-21,"VAUL",1,36,0.0277777777777778,"Border",4,"KNO3",2014
"B4K",2016-07-18,"ACMI",0,36,0,"Border",4,"KNO3",2016
"B4K",2016-07-18,"BAAL",0,36,0,"Border",4,"KNO3",2016
"B4K",2016-07-18,"BENA",2,36,0.0555555555555556,"Border",4,"KNO3",2016
"B4K",2016-07-18,"BEPU",0,36,0,"Border",4,"KNO3",2016
"B4K",2016-07-18,"BIVI",0,36,0,"Border",4,"KNO3",2016
"B4K",2016-07-18,"CAVU",0,36,0,"Border",4,"KNO3",2016
"B4K",2016-07-18,"EMNI",0,36,0,"Border",4,"KNO3",2016
"B4K",2016-07-18,"EQUI",0,36,0,"Border",4,"KNO3",2016
"B4K",2016-07-18,"GAVE",1,36,0.0277777777777778,"Border",4,"KNO3",2016
"B4K",2016-07-18,"GRASS",10,36,0.277777777777778,"Border",4,"KNO3",2016
"B4K",2016-07-18,"JUCO",0,36,0,"Border",4,"KNO3",2016
"B4K",2016-07-18,"LICH",0,36,0,"Border",4,"KNO3",2016
"B4K",2016-07-18,"LUNO",17,36,0.472222222222222,"Border",4,"KNO3",2016
"B4K",2016-07-18,"MOSS",0,36,0,"Border",4,"KNO3",2016
"B4K",2016-07-18,"BARE",0,36,0,"Border",4,"KNO3",2016
"B4K",2016-07-18,"RASP",0,36,0,"Border",4,"KNO3",2016
"B4K",2016-07-18,"SALA",0,36,0,"Border",4,"KNO3",2016
"B4K",2016-07-18,"SAPH",2,36,0.0555555555555556,"Border",4,"KNO3",2016
"B4K",2016-07-18,"SIAC",0,36,0,"Border",4,"KNO3",2016
"B4K",2016-07-18,"TARA",0,36,0,"Border",4,"KNO3",2016
"B4K",2016-07-18,"VAUL",4,36,0.111111111111111,"Border",4,"KNO3",2016
"B4K",2018-08-03,"ACMI",0,36,0,"Border",4,"KNO3",2018
"B4K",2018-08-03,"BAAL",0,36,0,"Border",4,"KNO3",2018
"B4K",2018-08-03,"BENA",0,36,0,"Border",4,"KNO3",2018
"B4K",2018-08-03,"BEPU",0,36,0,"Border",4,"KNO3",2018
"B4K",2018-08-03,"BIVI",0,36,0,"Border",4,"KNO3",2018
"B4K",2018-08-03,"CAVU",0,36,0,"Border",4,"KNO3",2018
"B4K",2018-08-03,"EMNI",0,36,0,"Border",4,"KNO3",2018
"B4K",2018-08-03,"EQUI",0,36,0,"Border",4,"KNO3",2018
"B4K",2018-08-03,"GAVE",1,36,0.0277777777777778,"Border",4,"KNO3",2018
"B4K",2018-08-03,"GRASS",3,36,0.0833333333333333,"Border",4,"KNO3",2018
"B4K",2018-08-03,"JUCO",0,36,0,"Border",4,"KNO3",2018
"B4K",2018-08-03,"LICH",0,36,0,"Border",4,"KNO3",2018
"B4K",2018-08-03,"LUNO",26,36,0.722222222222222,"Border",4,"KNO3",2018
"B4K",2018-08-03,"MOSS",0,36,0,"Border",4,"KNO3",2018
"B4K",2018-08-03,"BARE",0,36,0,"Border",4,"KNO3",2018
"B4K",2018-08-03,"RASP",0,36,0,"Border",4,"KNO3",2018
"B4K",2018-08-03,"SALA",0,36,0,"Border",4,"KNO3",2018
"B4K",2018-08-03,"SAPH",6,36,0.166666666666667,"Border",4,"KNO3",2018
"B4K",2018-08-03,"SIAC",0,36,0,"Border",4,"KNO3",2018
"B4K",2018-08-03,"TARA",0,36,0,"Border",4,"KNO3",2018
"B4K",2018-08-03,"VAUL",0,36,0,"Border",4,"KNO3",2018
"B4M",2013-07-25,"ACMI",0,25,0,"Border",4,"Midges",2013
"B4M",2013-07-25,"BAAL",0,25,0,"Border",4,"Midges",2013
"B4M",2013-07-25,"BENA",3,25,0.12,"Border",4,"Midges",2013
"B4M",2013-07-25,"BEPU",0,25,0,"Border",4,"Midges",2013
"B4M",2013-07-25,"BIVI",0,25,0,"Border",4,"Midges",2013
"B4M",2013-07-25,"CAVU",0,25,0,"Border",4,"Midges",2013
"B4M",2013-07-25,"EMNI",0,25,0,"Border",4,"Midges",2013
"B4M",2013-07-25,"EQUI",0,25,0,"Border",4,"Midges",2013
"B4M",2013-07-25,"GAVE",0,25,0,"Border",4,"Midges",2013
"B4M",2013-07-25,"GRASS",1,25,0.04,"Border",4,"Midges",2013
"B4M",2013-07-25,"JUCO",3,25,0.12,"Border",4,"Midges",2013
"B4M",2013-07-25,"LICH",0,25,0,"Border",4,"Midges",2013
"B4M",2013-07-25,"LUNO",10,25,0.4,"Border",4,"Midges",2013
"B4M",2013-07-25,"MOSS",0,25,0,"Border",4,"Midges",2013
"B4M",2013-07-25,"BARE",0,25,0,"Border",4,"Midges",2013
"B4M",2013-07-25,"RASP",0,25,0,"Border",4,"Midges",2013
"B4M",2013-07-25,"SALA",0,25,0,"Border",4,"Midges",2013
"B4M",2013-07-25,"SAPH",2,25,0.08,"Border",4,"Midges",2013
"B4M",2013-07-25,"SIAC",0,25,0,"Border",4,"Midges",2013
"B4M",2013-07-25,"TARA",0,25,0,"Border",4,"Midges",2013
"B4M",2013-07-25,"VAUL",6,25,0.24,"Border",4,"Midges",2013
"B4M",2014-07-21,"ACMI",0,36,0,"Border",4,"Midges",2014
"B4M",2014-07-21,"BAAL",0,36,0,"Border",4,"Midges",2014
"B4M",2014-07-21,"BENA",3,36,0.0833333333333333,"Border",4,"Midges",2014
"B4M",2014-07-21,"BEPU",0,36,0,"Border",4,"Midges",2014
"B4M",2014-07-21,"BIVI",0,36,0,"Border",4,"Midges",2014
"B4M",2014-07-21,"CAVU",1,36,0.0277777777777778,"Border",4,"Midges",2014
"B4M",2014-07-21,"EMNI",0,36,0,"Border",4,"Midges",2014
"B4M",2014-07-21,"EQUI",0,36,0,"Border",4,"Midges",2014
"B4M",2014-07-21,"GAVE",0,36,0,"Border",4,"Midges",2014
"B4M",2014-07-21,"GRASS",14,36,0.388888888888889,"Border",4,"Midges",2014
"B4M",2014-07-21,"JUCO",0,36,0,"Border",4,"Midges",2014
"B4M",2014-07-21,"LICH",0,36,0,"Border",4,"Midges",2014
"B4M",2014-07-21,"LUNO",15,36,0.416666666666667,"Border",4,"Midges",2014
"B4M",2014-07-21,"MOSS",0,36,0,"Border",4,"Midges",2014
"B4M",2014-07-21,"BARE",0,36,0,"Border",4,"Midges",2014
"B4M",2014-07-21,"RASP",0,36,0,"Border",4,"Midges",2014
"B4M",2014-07-21,"SALA",0,36,0,"Border",4,"Midges",2014
"B4M",2014-07-21,"SAPH",0,36,0,"Border",4,"Midges",2014
"B4M",2014-07-21,"SIAC",0,36,0,"Border",4,"Midges",2014
"B4M",2014-07-21,"TARA",0,36,0,"Border",4,"Midges",2014
"B4M",2014-07-21,"VAUL",3,36,0.0833333333333333,"Border",4,"Midges",2014
"B4M",2016-07-18,"ACMI",0,36,0,"Border",4,"Midges",2016
"B4M",2016-07-18,"BAAL",0,36,0,"Border",4,"Midges",2016
"B4M",2016-07-18,"BENA",2,36,0.0555555555555556,"Border",4,"Midges",2016
"B4M",2016-07-18,"BEPU",0,36,0,"Border",4,"Midges",2016
"B4M",2016-07-18,"BIVI",0,36,0,"Border",4,"Midges",2016
"B4M",2016-07-18,"CAVU",2,36,0.0555555555555556,"Border",4,"Midges",2016
"B4M",2016-07-18,"EMNI",0,36,0,"Border",4,"Midges",2016
"B4M",2016-07-18,"EQUI",0,36,0,"Border",4,"Midges",2016
"B4M",2016-07-18,"GAVE",0,36,0,"Border",4,"Midges",2016
"B4M",2016-07-18,"GRASS",10,36,0.277777777777778,"Border",4,"Midges",2016
"B4M",2016-07-18,"JUCO",0,36,0,"Border",4,"Midges",2016
"B4M",2016-07-18,"LICH",0,36,0,"Border",4,"Midges",2016
"B4M",2016-07-18,"LUNO",16,36,0.444444444444444,"Border",4,"Midges",2016
"B4M",2016-07-18,"MOSS",0,36,0,"Border",4,"Midges",2016
"B4M",2016-07-18,"BARE",1,36,0.0277777777777778,"Border",4,"Midges",2016
"B4M",2016-07-18,"RASP",0,36,0,"Border",4,"Midges",2016
"B4M",2016-07-18,"SALA",0,36,0,"Border",4,"Midges",2016
"B4M",2016-07-18,"SAPH",2,36,0.0555555555555556,"Border",4,"Midges",2016
"B4M",2016-07-18,"SIAC",0,36,0,"Border",4,"Midges",2016
"B4M",2016-07-18,"TARA",0,36,0,"Border",4,"Midges",2016
"B4M",2016-07-18,"VAUL",3,36,0.0833333333333333,"Border",4,"Midges",2016
"B4M",2018-08-03,"ACMI",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"BAAL",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"BENA",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"BEPU",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"BIVI",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"CAVU",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"EMNI",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"EQUI",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"GAVE",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"GRASS",6,36,0.166666666666667,"Border",4,"Midges",2018
"B4M",2018-08-03,"JUCO",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"LICH",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"LUNO",30,36,0.833333333333333,"Border",4,"Midges",2018
"B4M",2018-08-03,"MOSS",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"BARE",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"RASP",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"SALA",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"SAPH",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"SIAC",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"TARA",0,36,0,"Border",4,"Midges",2018
"B4M",2018-08-03,"VAUL",0,36,0,"Border",4,"Midges",2018
"H1C",2013-07-25,"ACMI",0,25,0,"Heath",1,"Control",2013
"H1C",2013-07-25,"BAAL",0,25,0,"Heath",1,"Control",2013
"H1C",2013-07-25,"BENA",11,25,0.44,"Heath",1,"Control",2013
"H1C",2013-07-25,"BEPU",0,25,0,"Heath",1,"Control",2013
"H1C",2013-07-25,"BIVI",0,25,0,"Heath",1,"Control",2013
"H1C",2013-07-25,"CAVU",0,25,0,"Heath",1,"Control",2013
"H1C",2013-07-25,"EMNI",0,25,0,"Heath",1,"Control",2013
"H1C",2013-07-25,"EQUI",0,25,0,"Heath",1,"Control",2013
"H1C",2013-07-25,"GAVE",0,25,0,"Heath",1,"Control",2013
"H1C",2013-07-25,"GRASS",1,25,0.04,"Heath",1,"Control",2013
"H1C",2013-07-25,"JUCO",1,25,0.04,"Heath",1,"Control",2013
"H1C",2013-07-25,"LICH",0,25,0,"Heath",1,"Control",2013
"H1C",2013-07-25,"LUNO",0,25,0,"Heath",1,"Control",2013
"H1C",2013-07-25,"MOSS",0,25,0,"Heath",1,"Control",2013
"H1C",2013-07-25,"BARE",0,25,0,"Heath",1,"Control",2013
"H1C",2013-07-25,"RASP",0,25,0,"Heath",1,"Control",2013
"H1C",2013-07-25,"SALA",0,25,0,"Heath",1,"Control",2013
"H1C",2013-07-25,"SAPH",5,25,0.2,"Heath",1,"Control",2013
"H1C",2013-07-25,"SIAC",0,25,0,"Heath",1,"Control",2013
"H1C",2013-07-25,"TARA",0,25,0,"Heath",1,"Control",2013
"H1C",2013-07-25,"VAUL",7,25,0.28,"Heath",1,"Control",2013
"H1C",2014-07-21,"ACMI",0,36,0,"Heath",1,"Control",2014
"H1C",2014-07-21,"BAAL",0,36,0,"Heath",1,"Control",2014
"H1C",2014-07-21,"BENA",7,36,0.194444444444444,"Heath",1,"Control",2014
"H1C",2014-07-21,"BEPU",0,36,0,"Heath",1,"Control",2014
"H1C",2014-07-21,"BIVI",0,36,0,"Heath",1,"Control",2014
"H1C",2014-07-21,"CAVU",0,36,0,"Heath",1,"Control",2014
"H1C",2014-07-21,"EMNI",1,36,0.0277777777777778,"Heath",1,"Control",2014
"H1C",2014-07-21,"EQUI",0,36,0,"Heath",1,"Control",2014
"H1C",2014-07-21,"GAVE",1,36,0.0277777777777778,"Heath",1,"Control",2014
"H1C",2014-07-21,"GRASS",5,36,0.138888888888889,"Heath",1,"Control",2014
"H1C",2014-07-21,"JUCO",1,36,0.0277777777777778,"Heath",1,"Control",2014
"H1C",2014-07-21,"LICH",0,36,0,"Heath",1,"Control",2014
"H1C",2014-07-21,"LUNO",0,36,0,"Heath",1,"Control",2014
"H1C",2014-07-21,"MOSS",0,36,0,"Heath",1,"Control",2014
"H1C",2014-07-21,"BARE",0,36,0,"Heath",1,"Control",2014
"H1C",2014-07-21,"RASP",0,36,0,"Heath",1,"Control",2014
"H1C",2014-07-21,"SALA",0,36,0,"Heath",1,"Control",2014
"H1C",2014-07-21,"SAPH",5,36,0.138888888888889,"Heath",1,"Control",2014
"H1C",2014-07-21,"SIAC",0,36,0,"Heath",1,"Control",2014
"H1C",2014-07-21,"TARA",0,36,0,"Heath",1,"Control",2014
"H1C",2014-07-21,"VAUL",16,36,0.444444444444444,"Heath",1,"Control",2014
"H1C",2016-07-18,"ACMI",0,36,0,"Heath",1,"Control",2016
"H1C",2016-07-18,"BAAL",1,36,0.0277777777777778,"Heath",1,"Control",2016
"H1C",2016-07-18,"BENA",11,36,0.305555555555556,"Heath",1,"Control",2016
"H1C",2016-07-18,"BEPU",0,36,0,"Heath",1,"Control",2016
"H1C",2016-07-18,"BIVI",0,36,0,"Heath",1,"Control",2016
"H1C",2016-07-18,"CAVU",0,36,0,"Heath",1,"Control",2016
"H1C",2016-07-18,"EMNI",0,36,0,"Heath",1,"Control",2016
"H1C",2016-07-18,"EQUI",0,36,0,"Heath",1,"Control",2016
"H1C",2016-07-18,"GAVE",0,36,0,"Heath",1,"Control",2016
"H1C",2016-07-18,"GRASS",1,36,0.0277777777777778,"Heath",1,"Control",2016
"H1C",2016-07-18,"JUCO",2,36,0.0555555555555556,"Heath",1,"Control",2016
"H1C",2016-07-18,"LICH",0,36,0,"Heath",1,"Control",2016
"H1C",2016-07-18,"LUNO",0,36,0,"Heath",1,"Control",2016
"H1C",2016-07-18,"MOSS",0,36,0,"Heath",1,"Control",2016
"H1C",2016-07-18,"BARE",0,36,0,"Heath",1,"Control",2016
"H1C",2016-07-18,"RASP",0,36,0,"Heath",1,"Control",2016
"H1C",2016-07-18,"SALA",0,36,0,"Heath",1,"Control",2016
"H1C",2016-07-18,"SAPH",9,36,0.25,"Heath",1,"Control",2016
